ID,title,rating,calories,protein,fat,sodium,22-minutes,advance-prep,breakfast,brunch,dairy,dessert,dinner,healthy,gluten-free,kid-friendly,kosher,kosher-passover,low-cholesterol,low-sugar,lunch,meat,paleo,pescatarian,seafood,vegan,vegetarian,ingredients
170,Three-Chile Harissa ,0,234,2,21,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
171,The BA Patty Melt ,4.375,245,17,15,405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
172,Butter-Rum Baked Apples ,3.75,240,1,7,8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2
173,Frisée Radicchio and Asian Pear Salad with Hazelnut Vinaigrette ,0,147,2,13,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,2
174,Avocado and Smoked Pork Carnitas ,1.25,731,43,55,1611,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
175,Grilled Turkey with Toasted Fennel and Coriander and Fresh Thyme Gravy ,4.375,966,118,42,1118,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
176,Onion Oil ,0,313,2,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
177,Herb-Roasted Turkey ,4.375,1153,160,50,2975,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
178,Crab Cakes with Red Chili Mayonnaise ,5,640,21,33,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
179,Romaine-Wrapped Halibut ,3.75,250,33,11,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
180,Sour Cream Apple Pie ,4.375,463,5,21,150,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4
181,Ice Cream Soda with Lime Mint and Ginger ,5,347,3,7,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
182,Crab and Wild Mushroom Cheesecake ,4.375,333,12,26,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
183,Tossed Pizza Salad ,3.75,695,29,45,1251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
184,Polenta With Mushrooms ,0,411,12,22,1050,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
185,Potato Pancakes with Chick-Pea Flour Cilantro and Cumin ,4.375,73,2,1,217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4
186,Avocado Pesto ,3.125,354,3,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
187,Salmon Spring Rolls with Coriander Dipping Sauce ,4.375,219,9,17,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
188,My Favorite Roast Turkey ,5,225,28,10,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
189,Cold Noodle Salad with Ponzu Sauce ,4.375,200,8,3,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
190,Old-Fashioned Indian Pudding ,4.375,213,6,5,129,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
191,Sephardic Charoset ,3.75,280,4,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
192,To Cook Dried Udon Noodles ,4.375,272,10,3,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
193,Mashed Sweet Potatoes with Brown Sugar and Pecans ,5,386,5,7,435,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,3
194,Pickled Feta and Cerignola Olives with Strawberries ,0,731,27,43,2708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
195,Breakfast Bowl With Quinoa and Berries ,5,173,5,7,3,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,3
196,Pot Roast with Orange and Dates ,4.375,906,57,53,284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
197,Cheese Puffs Gougères ,5,84,2,6,146,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
198,Our Favorite Key Lime Pie ,3.75,254,4,15,89,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
199,Linguine with Sausage Mushroom and Cream Sauce ,3.75,787,45,26,1006,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
200,Roasted Red Snapper with Olives ,3.75,228,19,16,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
201,Lemon-Ginger Frozen Yogurt ,4.375,179,4,0,119,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,3
202,Pinhead Oat-Crusted Catfish Roasted Cauliflower and Mustard Greens and Lemon Cream ,0,593,32,40,779,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3
203,Quick Sesame Chicken With Broccoli ,4.375,885,56,28,865,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
204,Fish Mixed Grill ,4.375,209,45,2,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205,Braised Short Ribs with Garbanzo Beans and Raisins ,4.375,2894,109,235,1000,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
206,Green Beans with Bacon and Red Bell Pepper ,4.375,234,9,18,305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
207,Ghostly Chocolate-Nut Bark ,5,331,4,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
208,Rib-Eye Steaks with Radicchio Pear and Blue Cheese Salad ,5,944,50,75,380,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
209,Chicken Stock ,0,22,2,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,Quick Tartar Sauce ,0,143,0,15,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
211,Florida Ambrosia Salad ,3.75,282,4,14,15,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,8
212,Cucumber-Dill Soup with Scallions ,3.75,145,9,3,1528,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,5
213,Roast Chicken With Smothered Cabbage Bacon and Potatoes ,3.125,1630,105,114,1730,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
214,Oven-Baked Pizza with Caramelized Onions Gorgonzola and Walnuts ,3.125,392,12,19,656,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
215,Tequila Lime Tart ,3.75,500,10,23,202,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
216,Tacchino Ripieno ,3.125,939,78,48,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
217,Summer Squash Sauté ,3.75,159,3,12,15,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,2
218,Grilled Skirt Steak Tacos with Corn Relish ,4.375,489,28,27,133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
219,Gingered Cantaloupe Shake ,0,190,4,4,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
220,Sweet Potato Fries with Garlic and Herbs ,3.75,213,3,7,95,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,4
221,Butterflied Turkey with Fennel Sausage and Ricotta Stuffing ,4.375,1587,190,71,2993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
222,Herbed Fish Rolls in White Wine with Grapes ,4.375,199,10,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
223,Tía Rosa and Ruth Eichner's Sweet-and-Sour Carrots ,3.75,162,2,1,153,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5
224,Peas with Parsley and Garlic Butter ,3.125,199,6,12,186,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4
225,Light Lemon Yogurt Sauce ,3.125,82,8,1,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
226,Veal Scallops with Creamy Mushroom Sauce ,4.375,420,21,25,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
227,Linguine with Red Peppers Green Onions and Pine Nuts ,3.75,1370,31,88,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
228,Fresh Tomato Salsa ,4.375,20,1,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
229,Stuffed Eggs with Goat Cheese and Dill ,3.125,54,4,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
230,Stovetop Butterscotch Apples and Cranberries ,0,203,0,8,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
231,Chicken and Artichoke Fricassée with Morel Mushrooms ,4.375,948,67,50,1911,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
232,Gingersnap Lemon Ice Cream Sandwiches ,3.75,730,8,59,252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233,Mushrooms in Escabèche with Red Bell Peppers and Chiles de Arbol ,3.125,223,5,15,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
234,Spiced Banana Ice Cream ,4.375,209,4,16,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
235,Roasted Red Peppers ,3.75,51,1,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
236,Red-Braised Pork with Fresh Pineapple ,3.125,516,41,31,653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
237,Roast Pork with Fruit Stuffing and Mustard Sauce ,4.375,1007,42,76,263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
238,Spiced Fillet of Beef with Mizuna Salad ,4.375,727,53,55,1509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239,Chocolate Semifreddo with Chile-Chocolate Sauce ,3.75,352,9,28,44,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2
240,Lime Custard Tart ,3.75,381,8,19,215,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3
241,Kamikaze ,0,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
242,Sticky Rice ,2.5,176,3,0,393,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
243,Cherry-Almond Ice Cream Cake with Milk Chocolate Sauce ,4.375,363,5,17,129,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3
244,Roasted Red Pepper Almond Dip ,0,241,7,19,280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
245,Cream Cheese – Yukon Gold Whipped Potatoes ,4.375,234,3,16,626,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,5
246,Lemon Ice Cream with Black-Currant Sauce ,4.375,273,3,14,179,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,6
247,Sweet-Potato Gaufrettes with Duck Confit and Cranberry Black Pepper Chutney ,3.75,563,2,58,35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
248,Galician Pie ,3.125,828,42,29,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
249,Strawberry Banana Smoothie ,3.75,122,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
250,Chocolate Pecan Layer Cake ,3.75,509,7,38,51,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
251,Champagne Vinaigrette ,5,749,1,73,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
252,Onion Soup with Apple Cider ,3.75,308,6,16,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
253,Curry-Lime Yogurt ,4.375,156,9,8,114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
254,Ramp and Buttermilk Biscuits with Cracked Coriander ,4.375,124,3,6,244,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4
255,Cassoulet ,3.75,1165,68,71,1517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
256,Broccoli Rabe and Butternut Squash ,3.125,313,7,14,45,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,3
257,Duck Confit ,4.375,410,5,44,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
258,Egg Noodle Chard and Fontina Torte ,4.375,414,20,29,998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4
259,Toasted Baguette Crumbs ,5,14,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260,Mussels and Fries with Mustard Mayonnaise ,4.375,1054,56,73,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
261,House Vinaigrette ,4.375,183,0,20,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
262,Court Bouillon ,4.375,33,1,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,Savory Parmesan Pain Perdu with Poached Eggs and Greens ,4.375,490,27,32,738,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2
264,Choucroute Garnie ,4.375,1064,52,69,3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
265,Fried Eggplant Tomato and Cucumber Salad ,4.375,623,6,60,31,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,3
266,Dried-Fruit Strudel with Apricot Preserves ,3.75,261,2,7,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
267,Pear and Hazelnut Crumb Pie ,4.375,445,5,17,46,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
268,Green Mountain Maple Barbecued Chicken ,3.75,1007,63,70,713,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
269,Savory Yogurt Cooler ,0,268,6,25,60,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
270,Veal Stock ,5,29,4,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,Orange Dust ,0,175,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,Roasted Tomato Sauce ,3.125,32,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
273,Classic Coconut Cake ,5,860,8,44,343,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4
274,Icy Lemon-Mint Parfaits ,5,229,2,6,18,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,4
275,Raspberry Hazelnut Brownies ,4.375,288,4,17,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
276,Banana Rum Puffs ,4.375,129,1,9,34,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
277,Whipped Potatoes with Herbs ,4.375,231,3,15,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
278,Jalapeño Agave ,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,Mixed Greens with Roasted Asparagus and Apple ,4.375,140,1,11,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2
280,Tomato and Tomatillo Gazpacho ,4.375,80,2,5,10,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,5
281,Chicken and Nectarine Salad with Toasted Cumin Mayonnaise ,4.375,593,47,40,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
282,Brussels Sprouts and Pearl Onions in Horseradish Cream ,4.375,259,5,23,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3
283,Parsnip Gnocchi ,3.125,430,9,19,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
284,Toffee Sauce ,5,395,1,28,88,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
285,Spaghetti and Swiss Chard With Garlic Chips ,4.375,910,31,37,1018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
286,Chocolate Pecan Cake ,4.375,309,5,19,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
287,Basic Mashed Potatoes ,3.75,268,6,11,65,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
288,Cod Potato and Fennel Casserole ,3.75,369,31,15,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
289,Chicken Enchiladas ,4.375,532,25,32,1329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
290,Buttered New Potatoes with Chives ,3.75,277,5,12,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2
291,Spinach Ham and Cheese Pie (Pye of Several Things) ,3.75,595,26,37,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
292,Sticky Ginger Rice with Peas ,2.5,196,5,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3
293,Mango-Lime Ice ,0,608,7,3,8,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,3
294,Minty Boozy Chicken ,5,607,36,41,143,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
295,Green-Bean and Prosciutto Negimaki ,3.75,19,2,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
296,Chicken Tikka Masala ,5,687,38,53,1351,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
297,Salmon Fillet with Soy Glaze ,4.375,354,32,20,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
298,Lemon Cornmeal Cake with Lemon Glaze and Crushed-Blueberry Sauce ,5,405,6,13,383,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2
299,Pickled Onions ,5,32,1,0,23,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,2
300,Blue Cheese Coleslaw ,2.5,101,5,4,193,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2
301,Fresh Fruit Tart with Plum Jam ,3.75,496,7,15,178,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3
302,Caramelized Nuts ,4.375,238,5,17,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,6
303,Haricots Verts With Poached Eggs And Tarragon Vinaigrette ,5,314,11,27,484,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,3
304,White Horseradish Sauce ,3.75,117,1,11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
305,Pavlova Pyatt ,4.375,316,5,8,64,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
306,Pork and Hominy Stew ,4.375,1010,54,72,689,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5
307,Fennel Watercress and Endive Salad with Toasted Pine Nuts ,4.375,197,4,11,93,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,6
308,Orange-Vanilla Sundaes with Dates and Orange Muscat ,4.375,557,7,23,75,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
309,Arugula and Radicchio Salad with Sesame-Scallion Vinaigrette ,4.375,188,4,17,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
310,Vanilla Cheesecake Tartlets with Vanilla-Vodka Berries ,5,315,3,19,261,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
311,Grilled Pork Chops with Tomatillo Salsa ,4.375,1279,65,100,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
312,Mango and Red Pepper Chutney ,5,257,3,6,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
313,Grilled Butterflied Leg of Lamb with Lemon Herbs and Garlic ,5,572,46,41,859,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
314,Roasted Red Pepper Velvet ,3.75,143,6,9,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
315,Ginger-Cream Cheese Icing ,4.375,258,1,13,64,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2
316,Cold Cucumber Mint Soup ,3.75,153,5,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
317,Cecylia Roznowska's Potato Pancakes Stuffed with Bacon Mushrooms and Onion ,3.75,378,10,16,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
318,Date Paste ,0,275,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,Grilled Lemon Pepper Chicken Breasts with Thyme Gremolata ,4.375,782,115,31,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
320,Mixed Vegetables with Coconut Sauce (Aviyal) ,3.75,212,5,11,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
321,Cucumber Sour Cream ,3.75,100,2,9,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
322,Vietnamese Shrimp and Pork Crepes ,4.375,651,29,38,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
323,Cauliflower and Chickpea Curry ,3.75,324,14,11,317,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,4
324,Ginger Spice Syrup ,3.75,406,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,Grilled Chicken with Goat Cheese Stuffing Peppers Onions and Two Salsas ,3.75,681,65,39,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
326,Jalapeño-Cilantro Salsa ,3.75,986,1,108,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
327,Drunken Beans ,3.75,296,8,23,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
328,Junior's Russian Dressing ,5,337,2,26,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
329,Giant Chocolate Candy Bar With Peanuts and Nougat ,5,909,30,23,1302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
330,Shrimp Salad with Zucchini and Basil ,4.375,366,18,29,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
331,Angel's Hair Pasta with Lemon and Pine Nuts ,3.75,394,9,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
332,Cranberry Kumquat Compote ,3.75,253,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
333,Country Ham and Cheddar Pretzel Bites with Jalapeño Mustard ,4.375,46,1,1,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
334,Arugula Pesto ,3.75,429,10,43,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
335,Zucchini Raisin Bran Muffins ,4.375,229,4,12,224,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,6
336,Spanish Frittata with Prosciutto Potatoes and Peas ,3.125,371,22,21,891,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
337,Vegetables Printanier ,2.5,299,13,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
338,Cheese- and Shrimp-Stuffed Roasted Poblanos with Red Bell Pepper Sauce ,4.375,116,12,5,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
339,Asparagus Salad with Sweet Balsamic Vinegar ,4.375,221,6,17,52,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,5
340,Corn and Lobster Chowder ,4.375,506,29,26,1117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
341,Fruit Salad with Honey-Lime Dressing ,4.375,143,2,1,26,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,8
342,Ashkenazic Sour Cream Coffee Cake (Smeteneh Küchen) ,4.375,724,8,34,552,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
343,Shredded Root Vegetable Pancakes ,0,338,5,31,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
344,Chocolate Marshmallow Eggs ,5,68,1,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
345,Apple Tarts with Vanilla Ice Cream ,4.375,648,5,18,109,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
346,Beef Tenderloin Steaks Stuffed with Morels ,4.375,878,48,61,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
347,Sour Cream Cucumbers ,4.375,150,2,12,323,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
348,Lemon Mint Braised Artichokes ,3.75,209,9,9,246,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,3
